Année,Pays,Code Pays,"Espérance de vie à la naissance, hommes (années)","Espérance de vie à la naissance, femmes (années)","Espérance de vie à la naissance à 60 ans, femmes (années)","Espérance de vie à la naissance à 60 ans, hommes (années)","Taux de mortalité infantile, filles (pour 1 000 naissances vivantes)","Taux de mortalité infantile, garçons (pour 1 000 naissances vivantes)",PIB par habitant ($ US courants),Gini index,"Taux de mortalité, adultes, hommes (pour 1 000 hommes adultes)","Taux de mortalité, adultes, femmes (pour 1 000 femmes adultes)","Chômage, femmes (% de la population active féminine)","Chômage, hommes (% de la population active masculine)",Émissions de CO2 par habitant (tonnes),"Taux de naissance, brut (pour 1 000 personnes)","Population âgée de 15 à 64 ans, hommes","Population âgée de 15 à 64 ans, femmes",Dépenses de santé actuelles (% du PIB),"Mortalité prématurée par maladies cardiovasculaires, cancer, diabète ou maladies respiratoires chroniques (femmes, 30-70 ans)","Mortalité prématurée par maladies cardiovasculaires, cancer, diabète ou maladies respiratoires chroniques (hommes, 30-70 ans)",Incidence du VIH (% de la population de 15 à 49 ans),"Prévalence du VIH, total (% de la population âgée de 15 à 49 ans)","Population âgée de 0 à 4 ans, filles (% de la population féminine)","Population âgée de 0 à 4 ans, garçons (% de la population masculine)","Population âgée de 5 à 9 ans, filles (% de la population féminine)","Population âgée de 5 à 9 ans, garçons (% de la population masculine)","Population âgée de 10 à 14 ans, filles (% de la population féminine)","Population âgée de 10 à 14 ans, garçons (% de la population masculine)","Population âgée de 15 à 19 ans, filles (% de la population féminine)","Population âgée de 15 à 19 ans, garçons (% de la population masculine)","Population âgée de 20 à 24 ans, femmes (% de la population féminine)","Population âgée de 20 à 24 ans, hommes (% de la population masculine)","Population âgée de 25 à 29 ans, femmes (% de la population féminine)","Population âgée de 25 à 29 ans, hommes (% de la population masculine)","Population âgée de 30 à 34 ans, femmes (% de la population féminine)","Population âgée de 30 à 34 ans, hommes (% de la population masculine)","Population âgée de 35 à 39 ans, femmes (% de la population féminine)","Population âgée de 35 à 39 ans, hommes (% de la population masculine)","Population âgée de 40 à 44 ans, femmes (% de la population féminine)","Population âgée de 40 à 44 ans, hommes (% de la population masculine)","Population âgée de 45 à 49 ans, femmes (% de la population féminine)","Population âgée de 45 à 49 ans, hommes (% de la population masculine)","Population âgée de 50 à 54 ans, femmes (% de la population féminine)","Population âgée de 50 à 54 ans, hommes (% de la population masculine)","Population âgée de 55 à 59 ans, femmes (% de la population féminine)","Population âgée de 55 à 59 ans, hommes (% de la population masculine)","Population âgée de 60 à 64 ans, femmes (% de la population féminine)","Population âgée de 60 à 64 ans, hommes (% de la population masculine)","Population âgée de 65 à 69 ans, femmes (% de la population féminine)","Population âgée de 65 à 69 ans, hommes (% de la population masculine)","Population âgée de 70 à 74 ans, femmes (% de la population féminine)","Population âgée de 70 à 74 ans, hommes (% de la population masculine)","Population âgée de 75 à 79 ans, femmes (% de la population féminine)","Population âgée de 75 à 79 ans, hommes (% de la population masculine)","Population âgée de 80 ans et plus, femmes (% de la population féminine)","Population âgée de 80 ans et plus, hommes (% de la population masculine)"
2000,Inde,IND,61.76,63.794,17.7182,15.778,66.5,66.1,442.750218937263,,247.673,187.191,7.686,7.601,0.941139242916713,27.518,328969862,306168114,4.10568476,20,25.7,,,12.3030569384259,12.6113771218266,11.691983390002,11.9168281693837,11.2024270352748,11.3567207668601,10.2330145369342,10.4124316734531,9.02211375942166,9.1637549063534,8.04791391629735,8.12096857829682,7.11173750649094,7.16144796788713,6.34467641326657,6.41603473900534,5.56279447604465,5.65209608962984,4.70188634680756,4.75644460778944,3.57155405101326,3.49349310160109,2.88468144799259,2.70818592486313,2.47391013117064,2.22803352527152,1.92859175959311,1.68441957792371,1.34585004951678,1.1584616184273,0.848984659344059,0.680055393348056,0.724823582403812,0.479246238079803
2000,Indonésie,IDN,64.61,67.98,17.4624,15.3564,37.2,45.1,763.711124950924,30.3,220.596,177.125,6.706,5.683,1.38418807411905,21.688,69226388,69462029,1.85297656,25,26.9,0.14,0.1,10.3056884261805,10.8225278895608,9.93247843587549,10.4399041560431,9.81304218909149,10.2897186260155,10.0472084635539,10.4475193401492,9.56989603502547,9.79704384041255,8.91479320997964,9.00533818215383,8.16889433963218,8.18350625685266,7.08393952775032,7.05560620461954,5.86521700962313,5.80008067456931,4.56806322439803,4.46439013284833,3.71705956672788,3.46507831284127,3.45143381008354,3.08277934724558,3.02163699417388,2.66028030335911,2.36178622411177,2.00345311918454,1.61865934509839,1.33172634038547,0.90953444709216,0.713270740283531,0.650668751602246,0.437776533475708
2000,Iran,IRN,67.839,72.716,19.2338,16.9019,30.3,32.5,1650.01385832603,,188.289,108.984,19.38,10.313,5.32876311158285,15.966,21134435,20209459,4.72250843,15.6,22,,,7.8664073564697,7.92305629917841,11.4158303128199,11.4264992384642,14.3620421961927,14.1178163240984,13.8485279143127,13.4852507529098,10.1230969389923,10.2239010480822,7.33391405040836,7.54220236265528,6.5634867235482,6.73513195439336,5.94893133894364,6.18543088875353,5.43220268258885,5.70146099701631,4.46256973266737,4.71938584408241,3.29615990007468,3.42918811831487,2.5329591840166,2.53320981115983,2.2372963427052,2.14670410030146,1.84392599388061,1.6704686839931,1.33549387801518,1.12151080442728,0.869787111504709,0.671791258523758,0.527368342859274,0.366991513645742
2000,Japon,JPN,77.72,84.6,26.7716,21.4031,3,3.5,39169.3595701504,,98.382,47.678,4.505,4.912,9.84529536513643,9.5,43758317,42720289,7.03456163,7.5,15.3,,,4.46271872248796,4.85341258118048,4.47542733393432,4.85433612000102,4.85492194792534,5.2796713635925,5.54723259974248,6.02392120802143,6.43119332591162,6.90144954859879,7.58512161255029,8.08016758724307,6.55911056977623,7.11608509237001,6.06006422686062,6.61217782290224,5.93941336222307,6.42068116814152,6.80216750801929,7.25041517431583,8.34262596163047,8.66467322599576,6.78049617681638,6.92652274725333,6.22995544193672,6.14494400789806,5.81392676519937,5.41262574083079,5.0227016450638,4.30196146920813,3.97268157441191,2.68294909890181,5.12024122551014,2.47400604354521
2000,Maroc,MAR,65.13,68.54,17.7111,15.9048,40.7,49.4,1499.107421875,40.6,215.36,167.633,13.016,13.765,1.18059270457635,22.689,8698140,8822566,3.69304585,23.4,24.6,0.1,0.1,10.8526990666714,11.4166079240269,11.1173202253288,11.6539081898415,11.3028704311679,11.7225082252853,11.0271575366581,11.1621646665399,9.85244604526698,9.67970639240968,8.61723449721768,8.32159269970998,7.53851732279364,7.23063741018306,6.72688731318504,6.5112562897254,5.55681854583392,5.6441142295848,4.40610386973165,4.51017515148268,3.33765995701317,3.20057128335572,2.82331598591491,2.52572475014686,2.36421901973045,2.25054920903478,1.87511368676458,1.85640425293554,1.39876173328552,1.32310493893239,0.773496875757177,0.65914206519298,0.429377887679099,0.331832321612629
2000,Mexique,MEX,70.139,74.972,20.6577,19.2044,21.2,26.1,7524.0271380091,53.4,196.857,111.048,3.377,2.269,4.02242412797852,24.192,28699190,31132808,4.24436522,16.2,17.9,0.26,0.2,11.1181949089788,12.0333762722893,11.2032556363519,12.0606489946541,10.7495227947848,11.5349641304886,10.2767334493065,10.4247383120568,9.60188016774162,9.19795999330729,8.77300051856994,8.27517665028884,7.68866820659018,7.27011625162724,6.71258959796662,6.38738391209838,5.56259388800831,5.36177008221912,4.40721630588374,4.28438801771816,3.53000383824977,3.44452645837169,2.82469324220347,2.74271352468308,2.31363434696549,2.2027626253425,1.82125546237237,1.70548628461032,1.34442773122582,1.25628422950391,0.925839545307101,0.859833593307885,1.1464903594936,0.957870667432838
2000,Nigeria,NGA,46.255,48.038,14.6081,14.0024,89.2,104.6,547.318298903379,,420.766,386.687,3.868,4.048,0.793658969888662,43.892,33514546,33752995,3.1973834,19.2,22.7,2.5,2.2,17.384387447193,17.7982937342635,13.9113130558228,14.2615771389652,11.9316829124986,12.1859628772877,10.6857158094712,10.8900851810313,9.22023374646486,9.34821136172714,7.42515354893547,7.44092745179974,6.00230260502946,5.98741440649968,5.03787902951423,4.93359992914136,4.24423588986785,4.0924135140117,3.54399180517633,3.34824689849464,2.93756122374142,2.77849012396651,2.46238792511609,2.34581457346086,1.93526674126472,1.79160533223113,1.42240400539322,1.27610335757431,0.952070163323932,0.823199185564918,0.550885792113921,0.449340224516683,0.352528299072868,0.248714709463658
2000,Pérou,PER,68.148,71.558,18.723,16.5353,27.1,32.6,1945.41338451698,49.1,173.246,134.292,5.019,4.915,1.08969619184001,23.836,8088945,8129262,4.41482639,11.1,10.9,0.4,0.4,11.4379351974997,11.7997581919328,11.5472142937976,11.8740786236403,11.2460823968977,11.5305963899155,10.4436260126626,10.6414328744869,9.59916584037138,9.74111077796869,8.63376742516478,8.71322179935294,7.41608660405075,7.4299586832033,6.30456498493324,6.25680533541677,5.38949133040083,5.24896875142839,4.58110375989414,4.36766995118055,3.70002905001702,3.4928199169142,2.81945111462458,2.67663224482896,2.30074328376891,2.19283958621382,1.80128922763724,1.68241055698672,1.26062546993643,1.1289547001044,0.805384342940287,0.686096869929742,0.713439665402815,0.53664474649608
2000,Royaume-Uni,GBR,75.4,80.2,23.0194,19.4471,4.9,6.1,28280.926786099,38.8,108.445,67.6,4.863,6.141,9.36756919563665,11.5,18931889,19451702,7.15692902,13,20,,,5.72587752648648,6.39216422334673,6.13784331612167,6.85419655748894,6.08219975370128,6.73901026484115,6.02215899749897,6.64030735020512,5.90435824180934,6.29585400079336,6.82910321155357,7.19564245013695,7.66927285844462,7.68439085054807,7.47824798118934,7.48612574791494,6.89853812203511,7.01936566379627,6.39630497693815,6.46651931292851,6.60352519870559,6.98449348655947,5.46901469584556,5.51553947845006,4.83432183925611,5.02557028112962,4.44965447275206,4.34780968513203,4.25567184183182,3.76661080633007,3.91192006769312,2.93728102610373,5.33198689813718,2.64911881429498
2000,Russie,RUS,59.03,72.26,18.4034,13.0408,13.3,17.7,1771.59411621094,37.1,454.196,153.419,10.368,10.781,11.467802221615,8.7,49354938,52756706,5.01989794,24.4,50.8,,,3.97880338128088,4.77109349469966,5.0313263831283,6.01018690126163,7.53188343869418,8.91243834051296,7.58318810590393,8.86989360696954,7.03887054182257,8.15845650397776,6.60716159877629,7.71344423274244,6.10209425883243,7.07040422686582,7.66936962943167,8.5989394364504,8.33622981746434,8.92660655532934,7.65183711594128,7.87856319432352,6.10025735474316,5.95627071389835,3.92108875084672,3.46975848922834,6.57801370709352,5.36590704903237,4.74239865086499,3.39908506044987,5.22727732680609,3.02808819067195,3.07645720929364,1.12712310841157,2.82374272907599,0.74374089517446
2000,Sénégal,SEN,56.091,59.122,16.1064,14.7842,66.2,81,603.233162455158,,289.478,230.179,2.901,2.55,0.400250394752946,39.3,2569691,2696039,3.55015373,23.1,26.1,1.2,0.7,16.2694036544933,17.0171829192379,14.0147190738382,14.5956921352171,12.7832727885459,13.233325581844,11.4055278299526,11.7508989527366,9.54798071157058,9.6663339280655,7.59522051353213,7.53972807504796,5.99315092254397,5.82592456819297,4.79799186238409,4.50003401854468,3.90191248841554,3.53062735273778,3.25863444659751,2.9530940120253,2.75971235857051,2.57543739216883,2.27510295917811,2.08823090366456,1.9101492226644,1.75904309388001,1.49495239841609,1.34384421740592,1.04589674842278,0.901867161137215,0.605186862854905,0.484728719877086,0.341185158019417,0.234006968216525
2000,Suède,SWE,77.4,82,24.3102,20.6767,3,3.7,29632.7736101599,27,87.232,56.208,5,5.892,6.53533449600315,10.2,2898338,2806816,7.32689953,10.6,15.8,,0.1,5.02991934784494,5.41804911476967,6.48539011525654,6.97727275835955,6.23703756878463,6.73065480736306,5.49249268597292,5.93334111470949,5.67072019340287,6.02268255951955,6.5035260934033,6.88316674045296,6.91154658761595,7.39923383840848,6.76353827917546,7.26024052659247,6.40611348552098,6.79597961218655,6.44642061335053,6.76716420360275,7.1556410248979,7.46005623564074,6.30715146094389,6.61923446760569,4.91729124508227,4.93224503492728,4.4384657519832,4.1180501634317,4.42982691789362,3.76893689835866,4.37736968792518,3.35305121893282,6.42754894094582,3.56064070513858
2000,Suisse,CHE,76.9,82.6,25.0217,20.8866,4.2,5.1,38865.021939688,33.4,99.439,53.915,3.119,2.293,6.23584925357553,10.9,2421654,2412867,9.13442421,9,16.3,0.13,0.2,5.28929036936364,5.84008386950657,5.60977671160707,6.2327378807281,5.60746302559631,6.20802429480815,5.49313971682933,6.10122172003709,5.59492829138507,5.9401774535178,6.5656420621584,6.70654076744587,7.98282918341991,8.20063728290148,8.29094411046463,8.84393121219071,7.41745959181407,7.98576440474444,6.77230866259013,7.14443417283557,6.67638596256755,7.05146265969463,5.95609467766475,6.1907461508768,4.92587834666175,4.8214995377776,4.59067968337343,4.12578716688294,4.22329356470012,3.34284367196881,3.7344389304619,2.59608029707582,5.26944710934194,2.66802745700762
2000,Togo,TGO,53.842,55.295,14.6316,13.9603,63.8,77.5,409.889802792768,,341.453,309.035,4.11,4.233,0.243344551799919,37.948,1396037,1409466,2.7167244,25.2,31.4,4.1,3.7,16.0755747630407,16.3244856554383,13.9128508215778,14.1402539916782,12.2801132686335,12.5255165199164,10.8292372138213,11.0214782617687,9.43000563394272,9.56190308219465,7.89578447608213,7.95350633028205,6.44246394199057,6.4476341408549,5.25592146004479,5.23255711866764,4.30424299520882,4.25419380088306,3.58915520348156,3.49800930661595,2.89878381335664,2.780356879125,2.26178355416423,2.12390703060968,1.78163738206358,1.59957827384535,1.33348284751571,1.1587909398332,0.905233358528284,0.757628227402016,0.514368882011581,0.408537457363537,0.289360384535991,0.211662983521347
2000,Turquie,TUR,68.679,75.365,20.9026,16.4813,28.9,32.7,4192.44316738494,,171.658,78.887,6.269,6.577,3.47027993979332,21.42,21139298,20715313,4.59957218,15.6,29.6,,,10.0386536427954,10.4840017437614,9.77882362209701,10.1713117193622,9.78945187979511,10.1621771664705,9.97532194763944,10.2551300239052,9.54833730218409,9.72639497411334,8.5600291691749,8.73886571449965,7.74547261648147,7.97940527080885,6.85940193143926,7.10408183586174,5.85447235870244,6.00032310800706,4.92749409665425,4.9539248711841,3.9765262069744,3.8613946331833,3.33396675782725,3.0962211022253,2.86965262327846,2.57526722558918,2.44178459416072,2.03489311006846,1.89229383872465,1.42059404793933,1.20176281591125,0.848461128166399,1.20655459615993,0.587552324853958
2000,États-Unis,USA,74.1,79.3,23.0344,19.6905,6.4,7.8,36329.9702595751,40.1,143.926,83.359,4.101,3.903,21.0126181548683,14.4,95178435,92884913,12.49002552,14.6,21,,,6.56796518864678,6.97347111542925,6.90282923548748,7.37579642069441,6.98526896449004,7.53114716416274,6.89084751071957,7.49946325234389,6.60776735334082,7.21694157621359,6.63433718265915,7.20718181257907,7.10856385538012,7.62270302503564,7.90728304661956,8.33929651064325,7.93874910115891,8.1598040599136,7.15485162175612,7.20883282107898,6.30185825915314,6.25710510846244,4.91254491311806,4.74727357281305,3.94027279939007,3.6628281684755,3.54205318615425,3.15013566328975,3.36819784456556,2.74144810949852,2.990829622471,2.12632011247145,4.24578031488935,2.18025150689488
2001,Afrique du Sud,ZAF,54.583,59.491,18.6864,16.0578,43.9,51.2,2847.15191945908,,489.812,370.566,25.899,19.819,7.51370914167024,21.266,13515088,15569953,7.12327909,17.5,26.4,20.7,14.5,9.84940946942555,11.2285295082073,10.7138868072181,12.1566430717298,11.4156014750818,12.9243645505762,11.1813746934301,12.6008758517941,9.40054592811335,9.70491527326274,8.5841300586729,8.06303371334147,7.62406872014628,6.78648255403818,6.70736468024017,5.87251524952126,5.71737736927722,5.2665591282667,4.38146729424992,4.03682750869541,3.46543842691602,3.21604594878298,2.75019426237547,2.3574319363042,2.57620209017,1.86956180608254,2.18884536775017,1.4772944692528,1.61939640573784,1.15163639731382,0.908636028190158,0.666223120891625,0.916060923004983,0.62105991193893
2001,Allemagne,DEU,75.5,81.3,23.8804,19.6112,3.8,4.7,23878.3641471651,29.9,121.87,62.08,7.78,7.768,10.7567590377283,8.9,28159870,27561551,9.92069149,10.8,20.2,,,4.58503227556798,5.09832916107582,4.68187176002678,5.19185638928151,5.42785821612358,6.01813665645444,5.32496017084761,5.87782011055203,5.55342949792709,5.96120507676322,5.64381927821925,6.13462910541563,7.53554188244692,8.29558165001124,8.32106829452048,9.2134105955781,7.53582602609592,8.24716861748168,6.75087384574816,7.19999793368182,6.04355945916882,6.42233507395564,5.56295366015361,5.86210330327041,6.93193992775261,7.04458522825243,5.33692511513019,5.05704918930614,4.84639449945451,3.94414626603766,4.45765626548338,2.41517864173283,5.46028982533309,2.01646700114941
2001,Brésil,BRA,66.699,73.4,19.6649,16.7358,24,30.3,3176.28935747524,58.4,227.021,119.158,13.774,8.499,1.99268521156943,19.185,57334334,58032216,8.54963303,16.7,24.3,0.24,0.3,9.43462253707199,9.92052382813807,9.44688851616624,9.89828485201704,9.74899240905988,10.1696959569395,10.0481243190532,10.4122934168125,9.45702086507216,9.66835018279984,8.43436295760628,8.53378835318957,7.68458322379487,7.71973149744227,7.35359841801942,7.34140335825729,6.51831853917806,6.45964791377269,5.46534640612926,5.35256629292703,4.36961096045208,4.21404127367344,3.3158996346895,3.2379287939199,2.74488960215978,2.54348831123744,2.27735753501361,1.86567038246533,1.75196504551469,1.31770230779674,1.09254429664453,0.775602494911256,0.855874734374451,0.569280783700079
