Pays,Années,HALE_femmes,HALE_hommes,HALE_WMGap
Iran,2016,66.28264668,66.17750312,0.10514356000000191
Iran,2017,66.35466403,66.32148701,0.03317701999999656
Iran,2018,66.52119852,66.50576685,0.015431669999998121
Iran,2019,66.60223543,66.60255329,-0.0003178600000097731
Iran,2020,64.69829202,64.23441189,0.4638801299999926
Iran,2021,63.97283837,63.9713506,0.0014877699999971128
Japon,2000,73.10870415,68.95828184,4.150422309999996
Japon,2001,73.31857843,69.21422457,4.104353860000003
Japon,2002,73.50116462,69.41674481,4.08441981
Japon,2003,73.54687598,69.45109438,4.095781599999995
Japon,2004,73.6824473,69.65661849,4.025828810000007
Japon,2005,73.6187892,69.57454691,4.04424229
Japon,2006,73.80405215,69.90636957,3.8976825800000086
Japon,2007,73.89855342,70.0711221,3.8274313200000023
Japon,2008,73.90810909,70.18571396,3.7223951299999953
Japon,2009,74.13905987,70.43668727,3.702372600000004
Japon,2010,74.06837747,70.45478437,3.613593100000003
Japon,2011,73.73214243,70.41453747,3.317604959999997
Japon,2012,74.18229803,70.81776039,3.3645376399999947
Japon,2013,74.33472409,71.06234321,3.27238088
Japon,2014,74.47565659,71.29826192,3.177394669999998
Japon,2015,74.61257505,71.5061267,3.106448350000008
Japon,2016,74.72154619,71.68387317,3.0376730199999997
Japon,2017,74.85942448,71.81575448,3.043670000000006
Japon,2018,74.92681114,71.97143367,2.955377470000002
Japon,2019,75.01396161,72.08511461,2.9288469999999904
Japon,2020,75.11341707,72.10203502,3.0113820499999946
Japon,2021,74.80869165,71.93146662,2.8772250300000053
Mexique,2000,65.28352025,62.9248523,2.3586679499999974
Mexique,2001,65.46507948,63.27113285,2.1939466299999992
Mexique,2002,65.53125627,63.29281136,2.2384449099999983
Mexique,2003,65.56029844,63.35007068,2.210227759999995
Mexique,2004,65.83584596,63.69229629,2.1435496699999987
Mexique,2005,65.77207507,63.61051997,2.161555100000001
Mexique,2006,66.08626519,63.86950207,2.216763120000003
