Pays,Années,HALE_femmes,HALE_hommes,HALE_WMGap
Suisse,2013,71.1189951,70.07634717,1.042647930000001
Suisse,2014,71.35062432,70.41463233,0.9359919899999909
Suisse,2015,71.20281499,70.24974614,0.953068849999994
Suisse,2016,71.40672006,70.90788961,0.4988304499999998
Suisse,2017,71.53570331,70.84853514,0.6871681700000067
Suisse,2018,71.5362011,71.12289859,0.41330250999999407
Suisse,2019,71.66858524,71.33081959,0.33776564999999437
Suisse,2020,71.15009547,70.53943371,0.6106617599999993
Suisse,2021,71.34745765,70.90932941,0.4381282399999975
Togo,2000,49.70619839,48.39490147,1.3112969199999966
Togo,2001,49.72639019,48.47026504,1.2561251499999955
Togo,2002,49.79676596,48.60182423,1.1949417300000036
Togo,2003,49.98976978,48.67948519,1.310284590000002
Togo,2004,50.32447103,49.01258857,1.3118824599999996
Togo,2005,50.59737266,49.10527559,1.4920970699999998
Togo,2006,51.00397433,49.65972602,1.3442483099999976
Togo,2007,51.17571826,49.82889411,1.3468241499999962
Togo,2008,51.5141624,50.02531255,1.488849849999994
Togo,2009,52.00348857,50.4832465,1.5202420700000019
Togo,2010,52.58593875,51.02727039,1.5586683599999986
Togo,2011,53.14104122,51.60273097,1.538310249999995
Togo,2012,53.67232678,52.04274527,1.6295815100000013
Togo,2013,54.22191963,52.31853355,1.9033860800000042
Togo,2014,54.68856145,52.61161631,2.0769451399999994
Togo,2015,55.05854475,53.03079882,2.027745930000002
Togo,2016,55.49907417,53.45394077,2.0451333999999974
Togo,2017,56.06081082,53.8409019,2.2199089200000017
Togo,2018,56.51002876,54.28612966,2.223899099999997
Togo,2019,56.9120739,54.83284475,2.0792291500000033
Togo,2020,57.11258638,54.91622881,2.1963575700000035
Togo,2021,56.79332679,55.00928977,1.7840370199999995
Turquie,2000,65.28109361,62.02082198,3.2602716299999983
Turquie,2001,65.7478627,62.63158981,3.1162728899999976
Turquie,2002,66.23384959,63.23021977,3.0036298200000076
Turquie,2003,66.62768871,63.62028444,3.007404270000002
Turquie,2004,66.99200833,64.03707865,2.9549296800000064
Turquie,2005,67.21779425,64.36681085,2.850983400000004
Turquie,2006,67.47099867,64.68779944,2.783199229999994
Turquie,2007,67.492552,65.00367274,2.4888792600000045
Turquie,2008,67.2870558,65.24769491,2.0393608899999975
Turquie,2009,67.0098297,65.20504329,1.8047864099999913
Turquie,2010,67.15893963,65.34189834,1.817041290000006
Turquie,2011,67.29744616,65.4882774,1.8091687600000057
Turquie,2012,67.41402125,65.55338153,1.8606397200000089
Turquie,2013,67.40818893,65.53869225,1.8694966799999975
Turquie,2014,67.23017184,65.60707119,1.6231006499999978
Turquie,2015,67.10691683,65.6930191,1.4138977300000022
Turquie,2016,67.12387703,65.7168601,1.4070169299999975
Turquie,2017,67.38128688,66.13612166,1.245165220000004
Turquie,2018,67.74180959,66.53422361,1.2075859800000046
Turquie,2019,67.80004271,66.63006935,1.1699733600000002
Turquie,2020,66.76725636,65.27405542,1.4932009400000084
Turquie,2021,65.9357532,64.483547,1.452206199999992
Royaume-Uni,2000,68.11415957,66.35936978,1.7547897900000038
Royaume-Uni,2001,68.1701508,66.44308493,1.727065870000004
Royaume-Uni,2002,68.25951381,66.58053875,1.678975059999999
Royaume-Uni,2003,68.21703042,66.77248594,1.4445444800000047
Royaume-Uni,2004,68.58411852,67.20184176,1.3822767600000105
Royaume-Uni,2005,68.72508423,67.42923835,1.2958458799999875
Royaume-Uni,2006,68.92956207,67.64892061,1.2806414599999982
Royaume-Uni,2007,69.02322156,67.8111552,1.2120663599999943
Royaume-Uni,2008,69.04183684,67.94048354,1.1013532999999995
Royaume-Uni,2009,69.37988708,68.27217522,1.107711860000009
Royaume-Uni,2010,69.46645691,68.51433702,0.9521198900000059
Royaume-Uni,2011,69.7235274,68.82022979,0.9032976099999956
Royaume-Uni,2012,69.66408131,68.9243213,0.7397600099999977
Royaume-Uni,2013,69.72613833,68.9363599,0.7897784299999984
Royaume-Uni,2014,69.88727004,69.12090385,0.7663661899999994
Royaume-Uni,2015,69.69634418,68.95208085,0.7442633299999954
Royaume-Uni,2016,69.78599986,69.06428264,0.7217172200000022
Royaume-Uni,2017,69.88904423,69.1639213,0.7251229299999977
Royaume-Uni,2018,69.67764262,68.93805124,0.7395913800000073
Royaume-Uni,2019,70.07471052,69.38015713,0.6945533899999958
Royaume-Uni,2020,69.19881042,68.29655109,0.9022593300000068
Royaume-Uni,2021,69.02959379,68.23656929,0.7930245000000014
États-Unis,2000,66.38481773,64.19437823,2.1904394999999965
États-Unis,2001,66.41973532,64.24406806,2.1756672599999973
États-Unis,2002,66.49152957,64.31583697,2.1756925999999908
États-Unis,2003,66.59464353,64.41363117,2.181012359999997
États-Unis,2004,66.86590903,64.71736882,2.148540209999993
États-Unis,2005,66.87921687,64.68768591,2.1915309599999944
États-Unis,2006,67.06578579,64.88246017,2.183325620000005
États-Unis,2007,67.20843177,65.06104137,2.147390400000006
États-Unis,2008,67.22994019,65.16948794,2.0604522499999973
États-Unis,2009,67.42677741,65.41915635,2.0076210600000053
États-Unis,2010,67.51606335,65.55914247,1.9569208799999984
États-Unis,2011,67.48479146,65.60183355,1.8829579100000018
États-Unis,2012,67.50919225,65.64825498,1.8609372699999938
États-Unis,2013,67.44114438,65.60267172,1.8384726599999937
États-Unis,2014,67.39484893,65.58693156,1.8079173699999984
États-Unis,2015,67.21480395,65.39346072,1.8213432300000107
États-Unis,2016,67.11027511,65.22738668,1.8828884300000084
États-Unis,2017,66.95622792,65.10429992,1.851928000000001
États-Unis,2018,66.92330701,65.1251458,1.7981612100000035
États-Unis,2019,66.92790292,65.12712594,1.8007769799999949
États-Unis,2020,65.5354224,63.3690101,2.1664123000000046
États-Unis,2021,65.11705338,62.76627405,2.3507793300000017
