Années;Pays;Cancer_thyroïde;Cancer_Estomac;Cancer_Utérus;Cancer_Foie;Cancer_Sein;Cancer_Testicule;VIH/SIDA
2001;Espagne;19.816837505217073;399.013057873437;62.73160829455871;209.11357682744233;444.428935057;8.245332266113543;250.04325576196996
2002;Espagne;19.02197149105774;383.5592666308193;63.29359426142878;213.2524992387175;438.3815331649106;8.278004949692553;240.61308461259247
2003;Espagne;19.363584677620995;378.58400194762174;64.5525008446039;211.0953531368312;436.18732923584736;7.920965299941024;231.52497273983
2004;Espagne;18.981699534736023;362.6284310610682;61.15440462154671;207.89590056558777;422.6469267701263;7.758437296931317;217.87296757373244
2005;Espagne;18.96407267388656;355.7635171721831;62.36556778479044;206.42091293874032;418.0040606572773;7.868620093350786;204.616537362256
2006;Espagne;19.25214679153865;340.5046713050425;62.65390698951761;199.69950570823423;413.7745214423373;7.389717871375929;189.3523175697261
2007;Espagne;19.59533988540663;338.1088038610184;63.259663235939385;200.0382401102577;416.4850881685316;7.357033362491205;178.1124107636566
2008;Espagne;19.24904499532162;328.41628019045896;63.95642086819196;199.57483039292728;413.1010247496613;7.233649099421386;164.83352865178333
2009;Espagne;18.373280583510944;319.8200570079793;63.75324255465127;203.13938532410495;404.6842523037304;6.939762144391838;150.5175645927746
2010;Espagne;18.757588950370877;313.6603961936619;65.89878985917576;209.96797702169863;400.7562699291517;6.975834822388437;140.0853391639502
2011;Espagne;18.700680907362983;305.0337922102129;68.11270014773922;214.4421581683796;399.61257127900694;6.410402429552261;129.08727069617734
2012;Espagne;18.77939053919555;307.2945390506798;68.47755866672173;221.22605322621325;400.2871558543182;5.98457877654833;120.2682091668206
2013;Espagne;18.32657482461588;299.06043845962233;70.4552793497498;221.92961846971045;397.2002768894188;6.002533387060405;111.21972789974252
2014;Espagne;18.141714780005053;294.9502838409316;69.96730229411958;222.8720154711919;388.5286209253249;5.8930547237189295;103.33739181905815
2015;Espagne;18.27221590151836;299.6639758208;71.94542195737316;228.37396193682207;393.2582141087896;5.783633836859205;95.92682262004736
2016;Espagne;17.3567378161826;288.97784536764937;71.41875450600482;224.57094277394128;391.33799998846575;5.442836278831196;89.13966697534943
2017;Espagne;17.265240229927635;281.7237862246955;71.01989887902991;227.8748583071832;392.5993244805363;5.140606897172274;83.1669281216325
2018;Espagne;17.456168635338862;281.53331247810127;71.76118253500128;232.5530475827994;397.9052477304229;5.748103630962858;79.15312720710114
2019;Espagne;17.18921435005623;277.8349341165108;72.88365937542855;230.2904951707214;390.8236004802285;5.34841886206198;75.34939102066038
2020;Espagne;17.446012666066885;275.32543379601185;73.58015535934304;225.66390762645472;396.1272520037456;5.571164581565933;72.02833078755845
2021;Espagne;17.141047270398538;267.3725414904554;71.67095906787044;220.10266599710835;381.9654426582581;5.5133214919630085;69.63539468033296
2000;France;30.41415568982485;265.25180757835085;56.7567229809144;222.96531028200107;597.9889326170356;12.618832598074356;120.24341030088264
2001;France;33.1865071395825;260.6674348340719;56.36205063963985;221.140016281749;597.0968781580639;12.035172342828076;117.17506887507196
2002;France;33.68656668915291;258.7923936115641;56.83010046100012;223.414845005722;602.5900440897187;12.1401167070355;114.6882578745074
2003;France;33.94193738472249;256.11487986674484;59.28654135875693;227.9469704933469;608.1972601224448;11.601162510074476;111.30994777866276
2004;France;33.386295645883024;242.50283817637865;56.78553541456099;222.70350276362805;587.1648254504815;10.784941453900831;105.04851851141864
2005;France;33.374326928067916;239.9935507373367;58.65015522622389;228.06476221135384;590.0329848674623;11.262385654022918;99.90940139796326
2006;France;33.47576397594363;232.6892883747965;59.22791335131798;229.7108206154258;584.9730955224906;11.38902671674371;93.70443702738676
2007;France;32.637665902662754;227.5955049409013;61.15517257390277;230.42039371452532;576.789214718159;11.326576155754134;87.18109978969542
2008;France;31.91362727806123;226.26521735292425;61.94145087749423;235.71765758508752;581.6111268276062;11.36610353990162;81.09862662620968
2009;France;31.338645836644215;224.35600777115815;62.12022284693433;238.77954723032957;576.9573025816325;11.291437713538636;75.33793069826531
2010;France;29.346708522199993;222.07354616020476;63.70523144221013;249.6335520340652;568.0518617723436;11.306196719552666;70.59722516231592
2011;France;23.965437258974056;218.70578058560383;65.30036752018184;251.0657080494963;545.8698882572082;10.690912769973188;66.94701069499328
2012;France;23.625402020549657;219.03031086941905;68.31620739061732;257.56409347682387;547.0822116973366;10.438417050356245;64.96338573604386
2013;France;22.593487910984468;215.7661184289995;68.082674131168;256.75582006476344;544.4361230871124;10.675479472077903;63.45604410510457
2014;France;22.059484871648635;209.12619793992388;68.98223819943578;253.44174082046968;540.2744609043292;10.536471798050131;61.41291203677936
2015;France;21.91199032629359;208.55655571880408;70.8211113326409;260.35866197181696;552.4784855764757;10.649460405478608;59.26876355548639
2016;France;20.958239590007484;207.80699746103195;71.34794974426707;258.29877366470265;553.970009778638;9.80481007976833;56.75262893519518
2017;France;21.441193147146222;208.04775050126577;72.3802583295604;250.98989608287764;556.6350459409463;9.406609641025744;54.43420830724533
2018;France;21.50150370022572;206.76221245611916;72.96550708106065;248.85154521723493;553.9900024918592;9.555176635157142;53.28757536314044
2019;France;20.687206822528744;202.52391629240816;72.49030276430064;248.09625037006876;546.8590087910407;9.15795710918998;52.64083423038823
2020;France;19.067802693110732;196.69677490531515;70.78335525528364;244.71501815065008;537.0086902273956;8.570617139034916;51.8422662668724
2021;France;18.24891613577813;186.6370294566851;68.13682663084278;237.50265715715688;509.3056922732308;8.352579384348768;49.95206952204057
2000;Inde;12.631750979884592;145.62886755850604;9.263774736946424;44.97481197278398;115.22986122272208;5.882692489993022;440.63801813725973
2001;Inde;12.841638800238425;146.81648692266216;9.347122463847636;45.90335528720673;116.41332180543236;5.777071179224472;506.2711410342419
2002;Inde;13.010551140804065;147.3880808268299;9.39647305148434;46.92638509266424;116.81440296051082;5.580399589392322;560.950223564469
2003;Inde;12.990532441306032;144.43536902320994;9.217736324279498;46.85558799724397;115.7758864120274;5.41132436822229;599.0505646107679
2004;Inde;12.785784433830734;138.504018089871;9.068565932016686;46.116184886973606;114.7441503117456;5.20213010975593;625.8701015911612
2005;Inde;13.138568202477485;142.02579401413217;9.109462656269743;47.82476855235138;115.72513242618908;5.189116257536232;637.6532105463824
2006;Inde;13.765193307346792;145.74493829987165;9.40766113368678;50.05618624805381;119.38382601989017;5.3929380576397055;641.354917862169
2007;Inde;14.471900437829635;152.31016688582756;9.726926754006485;52.867846891080546;124.42372382529506;5.5959054109337325;628.2342858496991
2008;Inde;14.64482781409981;151.86698357526973;9.877183987551108;53.018135427625616;126.32535721534616;5.72438033695496;604.9409027816923
2009;Inde;14.71007842384004;151.29531472204465;9.788933183869473;52.98002740578609;128.7330031358795;5.838293183840687;571.059784844839
